Country Name,Country Code,Series Name,Series Code,2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Australia,AUS,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.3,99.2,99.1,99.1,99.1,99.1,99.2,99.3,99.7,99.7,97,96.7,..,..,..
Australia,AUS,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS,10.03,9.93,9.93,9.93,9.93,9.93,9.62,9.62,9.62,9.5,9.5,9.56,9.56,9.56,..
Australia,AUS,"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS,12.3,12.22,12.22,12.22,12.22,12.22,12.25,12.25,12.25,12.01,12.01,12.08,12.08,12.08,..
Australia,AUS,"Bound rate, simple mean, primary products (%)",TM.TAX.TCOM.BR.ZS,2.66,2.67,2.66,2.66,2.66,2.67,2.41,2.4,2.4,2.35,2.35,2.37,2.37,2.37,..
Australia,AUS,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,83.63053631,90.67413698,97.91784891,94.4157902,100.6992253,99.86516769,101.2808489,105.5212299,108.5461305,113.1954747,118.1157222,116.3356655,113.5443645,122.6025907,137.0608758
Australia,AUS,Broad money (current LCU),FM.LBL.BMNY.CN,8.33E+11,9.85E+11,1.15E+12,1.19E+12,1.31E+12,1.41E+12,1.52E+12,1.62E+12,1.74E+12,1.84E+12,1.96E+12,2.05E+12,2.10E+12,2.39E+12,2.72E+12
Australia,AUS,Broad money growth (annual %),FM.LBL.BMNY.ZG,15.0631947,18.2329858,17.00474383,3.207521582,10.1307768,7.967777688,7.347916752,6.747131992,7.0328977,5.984082435,6.666188127,4.521987656,2.373822341,14.05953319,13.66823252
Australia,AUS,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,11.32795343,28.7477243,31.34689632,20.9858319,27.30571812,29.85756456,31.86841488,31.47809985,29.54715588,33.47163215,26.66076472,23.21881745,30.1956146,29.14197089,42.40950843
